Grupo ocupación;Fecha corte;DISPONIBLE;OCUPADA
OCUPACIÓN HOSPITALIZACIÓN;2/01/2022 6:00:00 a.m.;64;160
OCUPACIÓN HOSPITALIZACIÓN;3/01/2022 3:00:00 a.m.;43;179
OCUPACIÓN HOSPITALIZACIÓN;3/01/2022 6:00:00 a.m.;39;183
OCUPACIÓN HOSPITALIZACIÓN;4/01/2022 3:00:00 a.m.;23;199
OCUPACIÓN HOSPITALIZACIÓN;4/01/2022 6:00:00 a.m.;23;199
OCUPACIÓN HOSPITALIZACIÓN;5/01/2022 3:00:00 a.m.;30;194
OCUPACIÓN HOSPITALIZACIÓN;5/01/2022 6:00:00 a.m.;27;198
OCUPACIÓN HOSPITALIZACIÓN;6/01/2022 3:00:00 a.m.;48;175
OCUPACIÓN HOSPITALIZACIÓN;6/01/2022 6:00:00 a.m.;41;182
OCUPACIÓN HOSPITALIZACIÓN;7/01/2022 3:00:00 a.m.;45;178
OCUPACIÓN HOSPITALIZACIÓN;7/01/2022 6:00:00 a.m.;42;181
OCUPACIÓN HOSPITALIZACIÓN;8/01/2022 3:00:00 a.m.;57;166
OCUPACIÓN HOSPITALIZACIÓN;8/01/2022 6:00:00 a.m.;45;178
OCUPACIÓN HOSPITALIZACIÓN;9/01/2022 3:00:00 a.m.;54;169
OCUPACIÓN HOSPITALIZACIÓN;9/01/2022 6:00:00 a.m.;45;178
OCUPACIÓN HOSPITALIZACIÓN;10/01/2022 3:00:00 a.m.;39;186
OCUPACIÓN HOSPITALIZACIÓN;10/01/2022 6:00:00 a.m.;33;192
OCUPACIÓN HOSPITALIZACIÓN;11/01/2022 3:00:00 a.m.;24;206
OCUPACIÓN HOSPITALIZACIÓN;11/01/2022 6:00:00 a.m.;23;207
OCUPACIÓN HOSPITALIZACIÓN;12/01/2022 3:00:00 a.m.;28;203
OCUPACIÓN HOSPITALIZACIÓN;12/01/2022 6:00:00 a.m.;22;209
OCUPACIÓN HOSPITALIZACIÓN;13/01/2022 3:00:00 a.m.;26;203
OCUPACIÓN HOSPITALIZACIÓN;13/01/2022 6:00:00 a.m.;25;204
OCUPACIÓN HOSPITALIZACIÓN;14/01/2022 3:00:00 a.m.;29;200
OCUPACIÓN HOSPITALIZACIÓN;14/01/2022 6:00:00 a.m.;26;203
OCUPACIÓN HOSPITALIZACIÓN;15/01/2022 3:00:00 a.m.;19;211
OCUPACIÓN HOSPITALIZACIÓN;15/01/2022 6:00:00 a.m.;17;213
OCUPACIÓN HOSPITALIZACIÓN;16/01/2022 3:00:00 a.m.;25;206
OCUPACIÓN HOSPITALIZACIÓN;16/01/2022 6:00:00 a.m.;24;207
OCUPACIÓN HOSPITALIZACIÓN;17/01/2022 3:00:00 a.m.;13;218
OCUPACIÓN HOSPITALIZACIÓN;17/01/2022 6:00:00 a.m.;12;219
OCUPACIÓN HOSPITALIZACIÓN;18/01/2022 3:00:00 a.m.;13;220
OCUPACIÓN HOSPITALIZACIÓN;18/01/2022 6:00:00 a.m.;12;222
OCUPACIÓN HOSPITALIZACIÓN;19/01/2022 3:00:00 a.m.;11;222
OCUPACIÓN HOSPITALIZACIÓN;19/01/2022 6:00:00 a.m.;10;223
OCUPACIÓN HOSPITALIZACIÓN;20/01/2022 3:00:00 a.m.;16;216
OCUPACIÓN HOSPITALIZACIÓN;20/01/2022 6:00:00 a.m.;13;219
OCUPACIÓN HOSPITALIZACIÓN;21/01/2022 3:00:00 a.m.;22;211
OCUPACIÓN HOSPITALIZACIÓN;21/01/2022 6:00:00 a.m.;21;212
OCUPACIÓN HOSPITALIZACIÓN;22/01/2022 3:00:00 a.m.;19;213
OCUPACIÓN HOSPITALIZACIÓN;22/01/2022 6:00:00 a.m.;16;216
OCUPACIÓN HOSPITALIZACIÓN;23/01/2022 3:00:00 a.m.;19;212
OCUPACIÓN HOSPITALIZACIÓN;23/01/2022 6:00:00 a.m.;14;217
OCUPACIÓN HOSPITALIZACIÓN;24/01/2022 3:00:00 a.m.;10;224
OCUPACIÓN HOSPITALIZACIÓN;24/01/2022 6:00:00 a.m.;8;226
OCUPACIÓN HOSPITALIZACIÓN;25/01/2022 3:00:00 a.m.;21;224
OCUPACIÓN HOSPITALIZACIÓN;25/01/2022 6:00:00 a.m.;17;228
OCUPACIÓN HOSPITALIZACIÓN;26/01/2022 3:00:00 a.m.;20;224
OCUPACIÓN HOSPITALIZACIÓN;26/01/2022 6:00:00 a.m.;17;227
OCUPACIÓN HOSPITALIZACIÓN;27/01/2022 3:00:00 a.m.;19;225
OCUPACIÓN HOSPITALIZACIÓN;27/01/2022 6:00:00 a.m.;18;227
OCUPACIÓN HOSPITALIZACIÓN;28/01/2022 3:00:00 a.m.;15;230
OCUPACIÓN HOSPITALIZACIÓN;28/01/2022 6:00:00 a.m.;14;231
OCUPACIÓN HOSPITALIZACIÓN;29/01/2022 3:00:00 a.m.;31;213
OCUPACIÓN HOSPITALIZACIÓN;29/01/2022 6:00:00 a.m.;29;215
OCUPACIÓN HOSPITALIZACIÓN;30/01/2022 3:00:00 a.m.;18;225
OCUPACIÓN HOSPITALIZACIÓN;30/01/2022 6:00:00 a.m.;17;226
OCUPACIÓN HOSPITALIZACIÓN;31/01/2022 3:00:00 a.m.;15;228
OCUPACIÓN HOSPITALIZACIÓN;31/01/2022 6:00:00 a.m.;11;232
OCUPACIÓN HOSPITALIZACIÓN;1/02/2022 3:00:00 a.m.;14;231
OCUPACIÓN HOSPITALIZACIÓN;1/02/2022 6:00:00 a.m.;14;231
OCUPACIÓN HOSPITALIZACIÓN;2/02/2022 3:00:00 a.m.;18;225
OCUPACIÓN HOSPITALIZACIÓN;2/02/2022 6:00:00 a.m.;16;227
OCUPACIÓN HOSPITALIZACIÓN;3/02/2022 3:00:00 a.m.;16;228
OCUPACIÓN HOSPITALIZACIÓN;3/02/2022 6:00:00 a.m.;17;227
OCUPACIÓN HOSPITALIZACIÓN;4/02/2022 3:00:00 a.m.;22;216
OCUPACIÓN HOSPITALIZACIÓN;4/02/2022 6:00:00 a.m.;21;217
OCUPACIÓN HOSPITALIZACIÓN;5/02/2022 3:00:00 a.m.;28;215
OCUPACIÓN HOSPITALIZACIÓN;5/02/2022 6:00:00 a.m.;28;215
OCUPACIÓN HOSPITALIZACIÓN;6/02/2022 3:00:00 a.m.;29;216
OCUPACIÓN HOSPITALIZACIÓN;6/02/2022 6:00:00 a.m.;26;218
OCUPACIÓN HOSPITALIZACIÓN;7/02/2022 3:00:00 a.m.;20;224
OCUPACIÓN HOSPITALIZACIÓN;7/02/2022 6:00:00 a.m.;20;224
OCUPACIÓN HOSPITALIZACIÓN;8/02/2022 3:00:00 a.m.;31;213
OCUPACIÓN HOSPITALIZACIÓN;8/02/2022 6:00:00 a.m.;21;223
OCUPACIÓN HOSPITALIZACIÓN;9/02/2022 3:00:00 a.m.;22;222
OCUPACIÓN HOSPITALIZACIÓN;9/02/2022 6:00:00 a.m.;22;222
OCUPACIÓN HOSPITALIZACIÓN;10/02/2022 3:00:00 a.m.;27;216
OCUPACIÓN HOSPITALIZACIÓN;10/02/2022 6:00:00 a.m.;24;219
OCUPACIÓN HOSPITALIZACIÓN;11/02/2022 3:00:00 a.m.;16;226
OCUPACIÓN HOSPITALIZACIÓN;11/02/2022 6:00:00 a.m.;15;227
OCUPACIÓN HOSPITALIZACIÓN;12/02/2022 3:00:00 a.m.;25;220
OCUPACIÓN HOSPITALIZACIÓN;12/02/2022 6:00:00 a.m.;20;225
OCUPACIÓN HOSPITALIZACIÓN;13/02/2022 3:00:00 a.m.;24;221
OCUPACIÓN HOSPITALIZACIÓN;13/02/2022 6:00:00 a.m.;24;221
OCUPACIÓN HOSPITALIZACIÓN;14/02/2022 3:00:00 a.m.;12;233
OCUPACIÓN HOSPITALIZACIÓN;14/02/2022 6:00:00 a.m.;12;233
OCUPACIÓN HOSPITALIZACIÓN;15/02/2022 3:00:00 a.m.;10;235
OCUPACIÓN HOSPITALIZACIÓN;15/02/2022 6:00:00 a.m.;8;237
OCUPACIÓN HOSPITALIZACIÓN;16/02/2022 3:00:00 a.m.;14;231
OCUPACIÓN HOSPITALIZACIÓN;16/02/2022 6:00:00 a.m.;11;234
OCUPACIÓN HOSPITALIZACIÓN;17/02/2022 3:00:00 a.m.;17;228
OCUPACIÓN HOSPITALIZACIÓN;17/02/2022 6:00:00 a.m.;13;232
OCUPACIÓN HOSPITALIZACIÓN;18/02/2022 3:00:00 a.m.;21;223
OCUPACIÓN HOSPITALIZACIÓN;18/02/2022 6:00:00 a.m.;18;226
OCUPACIÓN HOSPITALIZACIÓN;19/02/2022 3:00:00 a.m.;28;216
OCUPACIÓN HOSPITALIZACIÓN;19/02/2022 6:00:00 a.m.;27;217
OCUPACIÓN HOSPITALIZACIÓN;20/02/2022 3:00:00 a.m.;31;213
OCUPACIÓN HOSPITALIZACIÓN;20/02/2022 6:00:00 a.m.;30;214
OCUPACIÓN HOSPITALIZACIÓN;21/02/2022 3:00:00 a.m.;24;223
OCUPACIÓN HOSPITALIZACIÓN;21/02/2022 6:00:00 a.m.;22;225
OCUPACIÓN HOSPITALIZACIÓN;22/02/2022 3:00:00 a.m.;30;218
OCUPACIÓN HOSPITALIZACIÓN;22/02/2022 6:00:00 a.m.;32;216
OCUPACIÓN HOSPITALIZACIÓN;23/02/2022 3:00:00 a.m.;46;196
OCUPACIÓN HOSPITALIZACIÓN;23/02/2022 6:00:00 a.m.;27;216
OCUPACIÓN HOSPITALIZACIÓN;24/02/2022 3:00:00 a.m.;10;233
OCUPACIÓN HOSPITALIZACIÓN;24/02/2022 6:00:00 a.m.;9;234
OCUPACIÓN HOSPITALIZACIÓN;25/02/2022 3:00:00 a.m.;19;224
OCUPACIÓN HOSPITALIZACIÓN;25/02/2022 6:00:00 a.m.;16;227
OCUPACIÓN HOSPITALIZACIÓN;26/02/2022 3:00:00 a.m.;31;212
OCUPACIÓN HOSPITALIZACIÓN;26/02/2022 6:00:00 a.m.;29;214
OCUPACIÓN HOSPITALIZACIÓN;27/02/2022 3:00:00 a.m.;33;210
OCUPACIÓN HOSPITALIZACIÓN;27/02/2022 6:00:00 a.m.;28;215
OCUPACIÓN HOSPITALIZACIÓN;28/02/2022 3:00:00 a.m.;25;219
OCUPACIÓN HOSPITALIZACIÓN;28/02/2022 6:00:00 a.m.;24;220
OCUPACIÓN HOSPITALIZACIÓN;1/03/2022 3:00:00 a.m.;20;229
OCUPACIÓN HOSPITALIZACIÓN;1/03/2022 6:00:00 a.m.;18;231
OCUPACIÓN HOSPITALIZACIÓN;2/03/2022 3:00:00 a.m.;16;233
OCUPACIÓN HOSPITALIZACIÓN;2/03/2022 6:00:00 a.m.;17;232
OCUPACIÓN HOSPITALIZACIÓN;3/03/2022 3:00:00 a.m.;12;237
OCUPACIÓN HOSPITALIZACIÓN;3/03/2022 6:00:00 a.m.;12;237
OCUPACIÓN HOSPITALIZACIÓN;4/03/2022 3:00:00 a.m.;15;234
OCUPACIÓN HOSPITALIZACIÓN;4/03/2022 6:00:00 a.m.;14;235
OCUPACIÓN HOSPITALIZACIÓN;5/03/2022 3:00:00 a.m.;27;222
OCUPACIÓN HOSPITALIZACIÓN;5/03/2022 6:00:00 a.m.;24;225
OCUPACIÓN HOSPITALIZACIÓN;6/03/2022 3:00:00 a.m.;28;221
OCUPACIÓN HOSPITALIZACIÓN;6/03/2022 6:00:00 a.m.;27;222
OCUPACIÓN HOSPITALIZACIÓN;7/03/2022 3:00:00 a.m.;13;236
OCUPACIÓN HOSPITALIZACIÓN;7/03/2022 6:00:00 a.m.;12;237
OCUPACIÓN HOSPITALIZACIÓN;8/03/2022 3:00:00 a.m.;14;235
OCUPACIÓN HOSPITALIZACIÓN;8/03/2022 6:00:00 a.m.;12;237
OCUPACIÓN HOSPITALIZACIÓN;9/03/2022 3:00:00 a.m.;14;235
OCUPACIÓN HOSPITALIZACIÓN;9/03/2022 6:00:00 a.m.;13;236
OCUPACIÓN HOSPITALIZACIÓN;10/03/2022 3:00:00 a.m.;11;236
OCUPACIÓN HOSPITALIZACIÓN;10/03/2022 6:00:00 a.m.;11;236
OCUPACIÓN HOSPITALIZACIÓN;11/03/2022 3:00:00 a.m.;33;214
OCUPACIÓN HOSPITALIZACIÓN;11/03/2022 6:00:00 a.m.;32;215
OCUPACIÓN HOSPITALIZACIÓN;12/03/2022 3:00:00 a.m.;35;212
OCUPACIÓN HOSPITALIZACIÓN;12/03/2022 6:00:00 a.m.;29;218
OCUPACIÓN HOSPITALIZACIÓN;13/03/2022 3:00:00 a.m.;27;221
OCUPACIÓN HOSPITALIZACIÓN;13/03/2022 6:00:00 a.m.;24;224
OCUPACIÓN HOSPITALIZACIÓN;14/03/2022 3:00:00 a.m.;16;230
OCUPACIÓN HOSPITALIZACIÓN;14/03/2022 6:00:00 a.m.;15;231
OCUPACIÓN HOSPITALIZACIÓN;15/03/2022 3:00:00 a.m.;12;236
OCUPACIÓN HOSPITALIZACIÓN;15/03/2022 6:00:00 a.m.;10;238
OCUPACIÓN HOSPITALIZACIÓN;16/03/2022 3:00:00 a.m.;13;235
OCUPACIÓN HOSPITALIZACIÓN;16/03/2022 6:00:00 a.m.;11;237
OCUPACIÓN HOSPITALIZACIÓN;17/03/2022 3:00:00 a.m.;12;236
OCUPACIÓN HOSPITALIZACIÓN;17/03/2022 6:00:00 a.m.;9;240
OCUPACIÓN HOSPITALIZACIÓN;18/03/2022 3:00:00 a.m.;12;234
OCUPACIÓN HOSPITALIZACIÓN;18/03/2022 6:00:00 a.m.;12;234
OCUPACIÓN HOSPITALIZACIÓN;19/03/2022 3:00:00 a.m.;19;224
OCUPACIÓN HOSPITALIZACIÓN;19/03/2022 6:00:00 a.m.;18;225
OCUPACIÓN HOSPITALIZACIÓN;20/03/2022 3:00:00 a.m.;23;220
OCUPACIÓN HOSPITALIZACIÓN;20/03/2022 6:00:00 a.m.;19;224
OCUPACIÓN HOSPITALIZACIÓN;21/03/2022 3:00:00 a.m.;25;218
OCUPACIÓN HOSPITALIZACIÓN;21/03/2022 6:00:00 a.m.;24;220
OCUPACIÓN HOSPITALIZACIÓN;22/03/2022 3:00:00 a.m.;18;227
OCUPACIÓN HOSPITALIZACIÓN;22/03/2022 6:00:00 a.m.;16;231
OCUPACIÓN HOSPITALIZACIÓN;23/03/2022 3:00:00 a.m.;18;230
OCUPACIÓN HOSPITALIZACIÓN;23/03/2022 6:00:00 a.m.;19;229
OCUPACIÓN HOSPITALIZACIÓN;24/03/2022 3:00:00 a.m.;13;233
OCUPACIÓN HOSPITALIZACIÓN;24/03/2022 6:00:00 a.m.;12;234
OCUPACIÓN HOSPITALIZACIÓN;25/03/2022 3:00:00 a.m.;21;225
OCUPACIÓN HOSPITALIZACIÓN;25/03/2022 6:00:00 a.m.;17;229
OCUPACIÓN HOSPITALIZACIÓN;26/03/2022 3:00:00 a.m.;23;224
OCUPACIÓN HOSPITALIZACIÓN;26/03/2022 6:00:00 a.m.;21;226
OCUPACIÓN HOSPITALIZACIÓN;27/03/2022 3:00:00 a.m.;43;204
OCUPACIÓN HOSPITALIZACIÓN;27/03/2022 6:00:00 a.m.;42;205
OCUPACIÓN HOSPITALIZACIÓN;28/03/2022 3:00:00 a.m.;24;222
OCUPACIÓN HOSPITALIZACIÓN;28/03/2022 6:00:00 a.m.;22;224
OCUPACIÓN HOSPITALIZACIÓN;29/03/2022 3:00:00 a.m.;14;233
OCUPACIÓN HOSPITALIZACIÓN;29/03/2022 6:00:00 a.m.;13;234
OCUPACIÓN HOSPITALIZACIÓN;30/03/2022 3:00:00 a.m.;7;240
OCUPACIÓN HOSPITALIZACIÓN;30/03/2022 6:00:00 a.m.;7;240
OCUPACIÓN HOSPITALIZACIÓN;31/03/2022 3:00:00 a.m.;10;233
OCUPACIÓN HOSPITALIZACIÓN;31/03/2022 6:00:00 a.m.;8;235
OCUPACIÓN HOSPITALIZACIÓN;1/04/2022 3:00:00 a.m.;18;222
OCUPACIÓN HOSPITALIZACIÓN;1/04/2022 6:00:00 a.m.;16;224
OCUPACIÓN HOSPITALIZACIÓN;2/04/2022 3:00:00 a.m.;32;207
OCUPACIÓN HOSPITALIZACIÓN;2/04/2022 6:00:00 a.m.;26;213
OCUPACIÓN HOSPITALIZACIÓN;3/04/2022 3:00:00 a.m.;26;214
OCUPACIÓN HOSPITALIZACIÓN;3/04/2022 6:00:00 a.m.;25;215
OCUPACIÓN HOSPITALIZACIÓN;4/04/2022 3:00:00 a.m.;20;220
OCUPACIÓN HOSPITALIZACIÓN;4/04/2022 6:00:00 a.m.;16;225
OCUPACIÓN HOSPITALIZACIÓN;5/04/2022 3:00:00 a.m.;12;232
OCUPACIÓN HOSPITALIZACIÓN;5/04/2022 6:00:00 a.m.;8;236
OCUPACIÓN HOSPITALIZACIÓN;6/04/2022 3:00:00 a.m.;17;227
OCUPACIÓN HOSPITALIZACIÓN;6/04/2022 6:00:00 a.m.;14;230
OCUPACIÓN HOSPITALIZACIÓN;7/04/2022 3:00:00 a.m.;17;228
OCUPACIÓN HOSPITALIZACIÓN;7/04/2022 6:00:00 a.m.;17;228
OCUPACIÓN HOSPITALIZACIÓN;8/04/2022 3:00:00 a.m.;21;219
OCUPACIÓN HOSPITALIZACIÓN;8/04/2022 6:00:00 a.m.;15;225
OCUPACIÓN HOSPITALIZACIÓN;9/04/2022 3:00:00 a.m.;17;221
OCUPACIÓN HOSPITALIZACIÓN;9/04/2022 6:00:00 a.m.;18;220
OCUPACIÓN HOSPITALIZACIÓN;10/04/2022 3:00:00 a.m.;22;216
OCUPACIÓN HOSPITALIZACIÓN;10/04/2022 6:00:00 a.m.;21;217
OCUPACIÓN HOSPITALIZACIÓN;11/04/2022 3:00:00 a.m.;15;224
OCUPACIÓN HOSPITALIZACIÓN;11/04/2022 6:00:00 a.m.;13;226
OCUPACIÓN HOSPITALIZACIÓN;12/04/2022 3:00:00 a.m.;20;222
OCUPACIÓN HOSPITALIZACIÓN;12/04/2022 6:00:00 a.m.;17;225
OCUPACIÓN HOSPITALIZACIÓN;13/04/2022 3:00:00 a.m.;27;213
OCUPACIÓN HOSPITALIZACIÓN;13/04/2022 6:00:00 a.m.;26;214
OCUPACIÓN HOSPITALIZACIÓN;14/04/2022 3:00:00 a.m.;47;193
OCUPACIÓN HOSPITALIZACIÓN;14/04/2022 6:00:00 a.m.;43;197
OCUPACIÓN HOSPITALIZACIÓN;15/04/2022 3:00:00 a.m.;49;190
OCUPACIÓN HOSPITALIZACIÓN;15/04/2022 6:00:00 a.m.;44;195
OCUPACIÓN HOSPITALIZACIÓN;16/04/2022 3:00:00 a.m.;52;187
OCUPACIÓN HOSPITALIZACIÓN;16/04/2022 6:00:00 a.m.;45;194
OCUPACIÓN HOSPITALIZACIÓN;17/04/2022 3:00:00 a.m.;38;201
OCUPACIÓN HOSPITALIZACIÓN;17/04/2022 6:00:00 a.m.;38;201
OCUPACIÓN HOSPITALIZACIÓN;18/04/2022 3:00:00 a.m.;16;228
OCUPACIÓN HOSPITALIZACIÓN;18/04/2022 6:00:00 a.m.;14;230
OCUPACIÓN HOSPITALIZACIÓN;19/04/2022 3:00:00 a.m.;9;232
OCUPACIÓN HOSPITALIZACIÓN;19/04/2022 6:00:00 a.m.;7;234
OCUPACIÓN HOSPITALIZACIÓN;20/04/2022 3:00:00 a.m.;7;232
OCUPACIÓN HOSPITALIZACIÓN;20/04/2022 6:00:00 a.m.;6;233
OCUPACIÓN HOSPITALIZACIÓN;21/04/2022 3:00:00 a.m.;17;221
OCUPACIÓN HOSPITALIZACIÓN;21/04/2022 6:00:00 a.m.;12;226
OCUPACIÓN HOSPITALIZACIÓN;22/04/2022 3:00:00 a.m.;20;212
OCUPACIÓN HOSPITALIZACIÓN;22/04/2022 6:00:00 a.m.;16;216
OCUPACIÓN HOSPITALIZACIÓN;23/04/2022 3:00:00 a.m.;27;206
OCUPACIÓN HOSPITALIZACIÓN;24/04/2022 3:00:00 a.m.;30;203
OCUPACIÓN HOSPITALIZACIÓN;24/04/2022 6:00:00 a.m.;30;203
OCUPACIÓN HOSPITALIZACIÓN;25/04/2022 3:00:00 a.m.;18;225
OCUPACIÓN HOSPITALIZACIÓN;25/04/2022 6:00:00 a.m.;18;225
OCUPACIÓN HOSPITALIZACIÓN;26/04/2022 3:00:00 a.m.;6;235
OCUPACIÓN HOSPITALIZACIÓN;26/04/2022 6:00:00 a.m.;6;235
OCUPACIÓN HOSPITALIZACIÓN;27/04/2022 3:00:00 a.m.;7;233
OCUPACIÓN HOSPITALIZACIÓN;27/04/2022 6:00:00 a.m.;7;233
OCUPACIÓN HOSPITALIZACIÓN;28/04/2022 3:00:00 a.m.;16;219
OCUPACIÓN HOSPITALIZACIÓN;28/04/2022 6:00:00 a.m.;12;223
OCUPACIÓN HOSPITALIZACIÓN;29/04/2022 3:00:00 a.m.;21;215
OCUPACIÓN HOSPITALIZACIÓN;29/04/2022 6:00:00 a.m.;18;218
OCUPACIÓN HOSPITALIZACIÓN;30/04/2022 3:00:00 a.m.;40;194
OCUPACIÓN HOSPITALIZACIÓN;30/04/2022 6:00:00 a.m.;34;200
OCUPACIÓN HOSPITALIZACIÓN;1/05/2022 3:00:00 a.m.;48;187
OCUPACIÓN HOSPITALIZACIÓN;1/05/2022 6:00:00 a.m.;43;192
OCUPACIÓN HOSPITALIZACIÓN;2/05/2022 3:00:00 a.m.;28;211
OCUPACIÓN HOSPITALIZACIÓN;2/05/2022 6:00:00 a.m.;24;216
OCUPACIÓN HOSPITALIZACIÓN;3/05/2022 3:00:00 a.m.;14;229
OCUPACIÓN HOSPITALIZACIÓN;3/05/2022 6:00:00 a.m.;10;233
OCUPACIÓN HOSPITALIZACIÓN;4/05/2022 3:00:00 a.m.;24;220
OCUPACIÓN HOSPITALIZACIÓN;4/05/2022 6:00:00 a.m.;22;222
OCUPACIÓN HOSPITALIZACIÓN;5/05/2022 3:00:00 a.m.;22;223
OCUPACIÓN HOSPITALIZACIÓN;5/05/2022 6:00:00 a.m.;19;226
OCUPACIÓN HOSPITALIZACIÓN;6/05/2022 3:00:00 a.m.;27;217
OCUPACIÓN HOSPITALIZACIÓN;6/05/2022 6:00:00 a.m.;22;222
OCUPACIÓN HOSPITALIZACIÓN;7/05/2022 3:00:00 a.m.;24;221
OCUPACIÓN HOSPITALIZACIÓN;7/05/2022 6:00:00 a.m.;23;222
OCUPACIÓN HOSPITALIZACIÓN;8/05/2022 3:00:00 a.m.;36;208
OCUPACIÓN HOSPITALIZACIÓN;8/05/2022 6:00:00 a.m.;33;211
OCUPACIÓN HOSPITALIZACIÓN;9/05/2022 3:00:00 a.m.;21;223
OCUPACIÓN HOSPITALIZACIÓN;9/05/2022 6:00:00 a.m.;15;229
OCUPACIÓN HOSPITALIZACIÓN;10/05/2022 3:00:00 a.m.;10;235
OCUPACIÓN HOSPITALIZACIÓN;10/05/2022 6:00:00 a.m.;5;240
OCUPACIÓN HOSPITALIZACIÓN;11/05/2022 3:00:00 a.m.;16;229
OCUPACIÓN HOSPITALIZACIÓN;11/05/2022 6:00:00 a.m.;17;228
OCUPACIÓN HOSPITALIZACIÓN;12/05/2022 3:00:00 a.m.;21;224
OCUPACIÓN HOSPITALIZACIÓN;12/05/2022 6:00:00 a.m.;17;228
OCUPACIÓN HOSPITALIZACIÓN;13/05/2022 3:00:00 a.m.;25;220
OCUPACIÓN HOSPITALIZACIÓN;13/05/2022 6:00:00 a.m.;22;223
OCUPACIÓN HOSPITALIZACIÓN;14/05/2022 3:00:00 a.m.;25;220
OCUPACIÓN HOSPITALIZACIÓN;14/05/2022 6:00:00 a.m.;25;220
OCUPACIÓN HOSPITALIZACIÓN;15/05/2022 3:00:00 a.m.;28;216
OCUPACIÓN HOSPITALIZACIÓN;15/05/2022 6:00:00 a.m.;24;220
OCUPACIÓN HOSPITALIZACIÓN;16/05/2022 3:00:00 a.m.;22;222
OCUPACIÓN HOSPITALIZACIÓN;16/05/2022 6:00:00 a.m.;18;226
OCUPACIÓN HOSPITALIZACIÓN;17/05/2022 3:00:00 a.m.;9;235
OCUPACIÓN HOSPITALIZACIÓN;17/05/2022 6:00:00 a.m.;9;235
OCUPACIÓN HOSPITALIZACIÓN;18/05/2022 3:00:00 a.m.;4;241
OCUPACIÓN HOSPITALIZACIÓN;18/05/2022 6:00:00 a.m.;3;242
OCUPACIÓN HOSPITALIZACIÓN;19/05/2022 3:00:00 a.m.;14;231
OCUPACIÓN HOSPITALIZACIÓN;19/05/2022 6:00:00 a.m.;7;238
OCUPACIÓN HOSPITALIZACIÓN;20/05/2022 3:00:00 a.m.;25;219
OCUPACIÓN HOSPITALIZACIÓN;20/05/2022 6:00:00 a.m.;18;226
OCUPACIÓN HOSPITALIZACIÓN;21/05/2022 3:00:00 a.m.;19;225
OCUPACIÓN HOSPITALIZACIÓN;21/05/2022 6:00:00 a.m.;18;226
OCUPACIÓN HOSPITALIZACIÓN;22/05/2022 3:00:00 a.m.;25;219
OCUPACIÓN HOSPITALIZACIÓN;22/05/2022 6:00:00 a.m.;22;222
OCUPACIÓN HOSPITALIZACIÓN;23/05/2022 3:00:00 a.m.;11;234
OCUPACIÓN HOSPITALIZACIÓN;23/05/2022 6:00:00 a.m.;10;235
OCUPACIÓN HOSPITALIZACIÓN;24/05/2022 3:00:00 a.m.;7;238
OCUPACIÓN HOSPITALIZACIÓN;24/05/2022 6:00:00 a.m.;6;239
OCUPACIÓN HOSPITALIZACIÓN;25/05/2022 3:00:00 a.m.;8;236
OCUPACIÓN HOSPITALIZACIÓN;25/05/2022 6:00:00 a.m.;8;236
OCUPACIÓN HOSPITALIZACIÓN;26/05/2022 3:00:00 a.m.;13;227
OCUPACIÓN HOSPITALIZACIÓN;26/05/2022 6:00:00 a.m.;10;230
OCUPACIÓN HOSPITALIZACIÓN;27/05/2022 3:00:00 a.m.;7;233
OCUPACIÓN HOSPITALIZACIÓN;27/05/2022 6:00:00 a.m.;7;233
OCUPACIÓN HOSPITALIZACIÓN;31/05/2022 3:00:00 a.m.;8;235
OCUPACIÓN HOSPITALIZACIÓN;31/05/2022 6:00:00 a.m.;8;235
OCUPACIÓN HOSPITALIZACIÓN;1/06/2022 3:00:00 a.m.;10;234
OCUPACIÓN HOSPITALIZACIÓN;1/06/2022 6:00:00 a.m.;8;236
OCUPACIÓN HOSPITALIZACIÓN;2/06/2022 3:00:00 a.m.;3;241
OCUPACIÓN HOSPITALIZACIÓN;2/06/2022 6:00:00 a.m.;2;242
OCUPACIÓN HOSPITALIZACIÓN;3/06/2022 3:00:00 a.m.;6;238
OCUPACIÓN HOSPITALIZACIÓN;3/06/2022 6:00:00 a.m.;6;238
OCUPACIÓN HOSPITALIZACIÓN;4/06/2022 3:00:00 a.m.;14;228
OCUPACIÓN HOSPITALIZACIÓN;4/06/2022 6:00:00 a.m.;12;230
OCUPACIÓN HOSPITALIZACIÓN;5/06/2022 3:00:00 a.m.;28;216
OCUPACIÓN HOSPITALIZACIÓN;5/06/2022 6:00:00 a.m.;28;216
OCUPACIÓN HOSPITALIZACIÓN;6/06/2022 3:00:00 a.m.;8;235
OCUPACIÓN HOSPITALIZACIÓN;6/06/2022 6:00:00 a.m.;7;236
OCUPACIÓN HOSPITALIZACIÓN;7/06/2022 3:00:00 a.m.;8;236
OCUPACIÓN HOSPITALIZACIÓN;7/06/2022 6:00:00 a.m.;6;238
OCUPACIÓN HOSPITALIZACIÓN;8/06/2022 3:00:00 a.m.;4;240
OCUPACIÓN HOSPITALIZACIÓN;8/06/2022 6:00:00 a.m.;2;242
OCUPACIÓN HOSPITALIZACIÓN;9/06/2022 3:00:00 a.m.;5;247
OCUPACIÓN HOSPITALIZACIÓN;17/06/2022 3:00:00 a.m.;12;241
